Rk,Year,Tm,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
66,1951,Pittsburgh Pirates,NL,155,64,90,1,0.416,0.408,7th of 8,32.5,,689,845,980590,28.0,28.9,45,17,R.Kiner (8.1),B.Meyer (64-90),Pittsburgh Pirates
67,1950,Pittsburgh Pirates,NL,154,57,96,1,0.373,0.396,8th of 8,33.5,,681,857,1166267,28.6,28.1,40,18,R.Kiner (5.6),B.Meyer (57-96),Pittsburgh Pirates
68,1949,Pittsburgh Pirates,NL,154,71,83,0,0.461,0.45,6th of 8,26.0,,681,760,1449435,28.9,30.9,37,15,R.Kiner (8.1),B.Meyer (71-83),Pittsburgh Pirates
69,1948,Pittsburgh Pirates,NL,156,83,71,2,0.539,0.503,4th of 8,8.5,,706,701,1517021,28.8,31.9,33,14,R.Kiner (6.1),B.Meyer (83-71),Pittsburgh Pirates
70,1947,Pittsburgh Pirates,NL,156,62,92,2,0.403,0.458,7th of 8,32.0,,745,817,1283531,28.7,32.6,42,21,R.Kiner (8.3),B.Herman (61-92) and B.Burwell (1-0),Pittsburgh Pirates
71,1946,Pittsburgh Pirates,NL,155,63,91,1,0.409,0.414,7th of 8,34.0,,552,668,749962,29.2,31.7,43,18,F.Ostermueller (6.6),F.Frisch (62-89) and S.Davis (1-2),Pittsburgh Pirates
72,1945,Pittsburgh Pirates,NL,155,82,72,1,0.532,0.543,4th of 8,16.0,,753,686,604694,29.1,31.6,32,12,P.Roe (6.7),F.Frisch (82-72),Pittsburgh Pirates
73,1944,Pittsburgh Pirates,NL,158,90,63,5,0.588,0.553,2nd of 8,14.5,,744,662,604278,29.1,32.5,32,12,R.Sewell (6.3),F.Frisch (90-63),Pittsburgh Pirates
74,1943,Pittsburgh Pirates,NL,157,80,74,3,0.519,0.546,4th of 8,25.0,,669,605,498740,28.0,32.2,32,14,R.Sewell (5.8),F.Frisch (80-74),Pittsburgh Pirates
75,1942,Pittsburgh Pirates,NL,151,66,81,4,0.449,0.465,5th of 8,36.5,,585,631,448897,27.8,31.4,35,15,E.Fletcher (4.9),F.Frisch (66-81),Pittsburgh Pirates
76,1941,Pittsburgh Pirates,NL,156,81,73,2,0.526,0.532,4th of 8,19.0,,690,643,482241,27.4,29.6,38,17,E.Fletcher (5.8),F.Frisch (81-73),Pittsburgh Pirates
77,1940,Pittsburgh Pirates,NL,156,78,76,2,0.506,0.515,4th of 8,22.5,,809,783,507934,27.6,29.9,36,14,A.Vaughan (6.3),F.Frisch (78-76),Pittsburgh Pirates
78,1939,Pittsburgh Pirates,NL,153,68,85,0,0.444,0.464,6th of 8,28.5,,666,721,376734,28.6,28.9,36,14,A.Vaughan (5.2),P.Traynor (68-85),Pittsburgh Pirates
79,1938,Pittsburgh Pirates,NL,152,86,64,2,0.573,0.553,2nd of 8,2.0,,707,630,641033,29.8,28.4,25,11,A.Vaughan (8.6),P.Traynor (86-64),Pittsburgh Pirates
80,1937,Pittsburgh Pirates,NL,154,86,68,0,0.558,0.539,3rd of 8,10.0,,704,647,459679,29.4,29.0,26,11,A.Vaughan (5.1),P.Traynor (86-68),Pittsburgh Pirates
81,1936,Pittsburgh Pirates,NL,156,84,70,2,0.545,0.552,4th of 8,8.0,,804,718,372524,28.6,29.8,26,11,A.Vaughan (7.6),P.Traynor (84-70),Pittsburgh Pirates
82,1935,Pittsburgh Pirates,NL,153,86,67,0,0.562,0.563,4th of 8,13.5,,743,647,352885,28.0,29.6,29,12,A.Vaughan (9.2),P.Traynor (86-67),Pittsburgh Pirates
83,1934,Pittsburgh Pirates,NL,151,74,76,1,0.493,0.514,5th of 8,19.5,,735,713,322622,28.0,29.9,30,14,A.Vaughan (6.6),G.Gibson (27-24) and P.Traynor (47-52),Pittsburgh Pirates
84,1933,Pittsburgh Pirates,NL,154,87,67,0,0.565,0.534,2nd of 8,5.0,,667,619,288747,27.7,29.5,28,11,A.Vaughan (7.0),G.Gibson (87-67),Pittsburgh Pirates
85,1932,Pittsburgh Pirates,NL,154,86,68,0,0.558,0.494,2nd of 8,4.0,,701,711,287262,26.6,28.8,27,10,P.Waner (5.5),G.Gibson (86-68),Pittsburgh Pirates
86,1931,Pittsburgh Pirates,NL,155,75,79,1,0.487,0.462,5th of 8,26.0,,636,691,260392,27.6,29.5,32,12,P.Waner (5.0),J.Ens (75-79),Pittsburgh Pirates
87,1930,Pittsburgh Pirates,NL,154,80,74,0,0.519,0.481,5th of 8,12.0,,891,928,357795,26.7,28.7,34,16,P.Waner (4.2),J.Ens (80-74),Pittsburgh Pirates
88,1929,Pittsburgh Pirates,NL,154,88,65,1,0.575,0.567,2nd of 8,10.5,,904,780,491377,27.3,31.0,35,13,B.Grimes (5.9),D.Bush (67-51) and J.Ens (21-14),Pittsburgh Pirates
89,1928,Pittsburgh Pirates,NL,152,85,67,0,0.559,0.579,4th of 8,9.0,,837,704,495070,27.5,32.1,35,14,P.Waner (6.8),D.Bush (85-67),Pittsburgh Pirates
90,1927,Pittsburgh Pirates,NL,156,94,60,2,0.61,0.597,1st of 8,,Lost WS (4-0),817,659,869720,27.7,31.7,33,14,P.Waner (6.9),D.Bush (94-60),Pittsburgh Pirates
91,1926,Pittsburgh Pirates,NL,157,84,69,4,0.549,0.55,3rd of 8,4.5,,769,689,798542,27.9,30.7,35,15,R.Kremer (6.3),B.McKechnie (84-69),Pittsburgh Pirates
92,1925,Pittsburgh Pirates,NL,153,95,58,0,0.621,0.61,1st of 8,,Won WS (4-3),912,715,804354,28.0,30.6,28,11,K.Cuyler (6.6),B.McKechnie (95-58),Pittsburgh Pirates
93,1924,Pittsburgh Pirates,NL,153,90,63,0,0.588,0.596,3rd of 8,3.0,,724,586,736883,28.0,29.7,30,13,G.Wright (5.7),B.McKechnie (90-63),Pittsburgh Pirates
94,1923,Pittsburgh Pirates,NL,154,87,67,0,0.565,0.555,3rd of 8,8.5,,786,696,611082,29.0,30.7,31,12,M.Carey (4.9),B.McKechnie (87-67),Pittsburgh Pirates
95,1922,Pittsburgh Pirates,NL,155,85,69,1,0.552,0.573,3rd of 8,8.0,,865,736,523675,27.7,29.6,34,11,W.Cooper (7.4),G.Gibson (32-33) and B.McKechnie (53-36),Pittsburgh Pirates
96,1921,Pittsburgh Pirates,NL,154,90,63,1,0.588,0.569,2nd of 8,4.0,,692,595,701567,28.4,29.0,33,14,W.Cooper (5.0),G.Gibson (90-63),Pittsburgh Pirates
97,1920,Pittsburgh Pirates,NL,155,79,75,1,0.513,0.481,4th of 8,14.0,,530,552,429037,27.6,29.3,32,12,W.Cooper (6.0),G.Gibson (79-75),Pittsburgh Pirates
98,1919,Pittsburgh Pirates,NL,139,71,68,0,0.511,0.506,4th of 8,24.5,,472,466,276810,27.8,30.0,30,10,B.Adams (7.3),H.Bezdek (71-68),Pittsburgh Pirates
99,1918,Pittsburgh Pirates,NL,126,65,60,1,0.52,0.556,4th of 8,17.0,,466,412,213610,28.4,27.7,33,13,W.Cooper (4.8),H.Bezdek (65-60),Pittsburgh Pirates
100,1917,Pittsburgh Pirates,NL,157,51,103,3,0.331,0.388,8th of 8,47.0,,464,595,192807,26.0,25.2,41,9,W.Cooper (7.3),"J.Callahan (20-40), H.Wagner (1-4) and H.Bezdek (30-59)",Pittsburgh Pirates
101,1916,Pittsburgh Pirates,NL,157,65,89,3,0.422,0.413,6th of 8,29.0,,484,586,289132,27.8,25.0,45,12,W.Cooper (6.0),J.Callahan (65-89),Pittsburgh Pirates
102,1915,Pittsburgh Pirates,NL,156,73,81,2,0.474,0.531,5th of 8,18.0,,557,520,225743,27.9,25.9,34,11,A.Mamaux (5.7),F.Clarke (73-81),Pittsburgh Pirates
103,1914,Pittsburgh Pirates,NL,158,69,85,4,0.448,0.468,7th of 8,25.5,,503,540,139620,27.8,26.2,41,11,B.Adams (4.0),F.Clarke (69-85),Pittsburgh Pirates
104,1913,Pittsburgh Pirates,NL,155,78,71,6,0.523,0.564,4th of 8,21.5,,673,585,296000,27.4,26.8,37,14,B.Adams (8.8),F.Clarke (78-71),Pittsburgh Pirates
105,1912,Pittsburgh Pirates,NL,152,93,58,1,0.616,0.627,2nd of 8,10.0,,751,565,384000,27.4,25.6,38,12,H.Wagner (8.1),F.Clarke (93-58),Pittsburgh Pirates
106,1911,Pittsburgh Pirates,NL,155,85,69,1,0.552,0.629,3rd of 8,14.5,,744,557,432000,28.2,26.8,33,14,B.Adams (6.8),F.Clarke (85-69),Pittsburgh Pirates
107,1910,Pittsburgh Pirates,NL,154,86,67,1,0.562,0.559,3rd of 8,17.5,,655,576,436586,28.4,28.2,33,15,H.Wagner (5.2),F.Clarke (86-67),Pittsburgh Pirates
108,1909,Pittsburgh Pirates,NL,154,110,42,2,0.724,0.694,1st of 8,,Won WS (4-3),699,447,534950,28.5,28.2,29,13,H.Wagner (9.2),F.Clarke (110-42),Pittsburgh Pirates
109,1908,Pittsburgh Pirates,NL,155,98,56,1,0.636,0.601,2nd of 8,1.0,,585,468,382444,29.4,27.7,32,12,H.Wagner (11.5),F.Clarke (98-56),Pittsburgh Pirates
110,1907,Pittsburgh Pirates,NL,157,91,63,3,0.591,0.598,2nd of 8,17.0,,634,510,319506,28.6,29.1,32,13,H.Wagner (8.9),F.Clarke (91-63),Pittsburgh Pirates
111,1906,Pittsburgh Pirates,NL,154,93,60,1,0.608,0.626,3rd of 8,23.5,,623,470,394877,28.9,28.9,32,14,H.Wagner (9.3),F.Clarke (93-60),Pittsburgh Pirates
112,1905,Pittsburgh Pirates,NL,155,96,57,2,0.627,0.588,2nd of 8,9.0,,692,570,369124,28.8,28.5,28,11,H.Wagner (10.1),F.Clarke (96-57),Pittsburgh Pirates
113,1904,Pittsburgh Pirates,NL,156,87,66,3,0.569,0.56,4th of 8,19.0,,675,592,340615,27.3,27.6,33,13,H.Wagner (8.3),F.Clarke (87-66),Pittsburgh Pirates
114,1903,Pittsburgh Pirates,NL,141,91,49,1,0.65,0.616,1st of 8,,Lost WS (5-3),793,613,326855,26.8,29.2,32,13,H.Wagner (7.6),F.Clarke (91-49),Pittsburgh Pirates
115,1902,Pittsburgh Pirates,NL,142,103,36,3,0.741,0.738,1st of 8,,,775,440,243826,27.4,28.5,27,9,H.Wagner (7.3),F.Clarke (103-36),Pittsburgh Pirates
116,1901,Pittsburgh Pirates,NL,140,90,49,1,0.647,0.665,1st of 8,,,776,534,251955,27.8,27.4,27,9,H.Wagner (7.1),F.Clarke (90-49),Pittsburgh Pirates
117,1900,Pittsburgh Pirates,NL,140,79,60,1,0.568,0.582,2nd of 8,4.5,,733,612,264000,27.6,26.2,26,12,H.Wagner (6.4),F.Clarke (79-60),Pittsburgh Pirates
118,1899,Pittsburgh Pirates,NL,154,76,73,5,0.51,0.54,7th of 12,25.5,,841,771,251834,28.5,26.0,26,11,J.Tannehill (8.4),B.Watkins (7-15) and P.Donovan (69-58),Pittsburgh Pirates
119,1898,Pittsburgh Pirates,NL,152,72,76,4,0.486,0.459,8th of 12,29.5,,634,694,150900,28.6,26.2,28,10,J.Tannehill (7.7),B.Watkins (72-76),Pittsburgh Pirates
120,1897,Pittsburgh Pirates,NL,135,60,71,4,0.458,0.405,8th of 12,32.5,,676,835,165950,27.7,25.0,20,6,M.Smith (3.1),P.Donovan (60-71),Pittsburgh Pirates
121,1896,Pittsburgh Pirates,NL,131,66,63,2,0.512,0.528,6th of 12,24.0,,787,741,197000,28.3,24.4,25,7,F.Killen (8.3),C.Mack (66-63),Pittsburgh Pirates
122,1895,Pittsburgh Pirates,NL,134,71,61,2,0.538,0.509,7th of 12,17.0,,815,799,188000,26.7,23.7,28,13,P.Hawley (10.9),C.Mack (71-61),Pittsburgh Pirates
123,1894,Pittsburgh Pirates,NL,132,65,65,2,0.5,0.492,7th of 12,25.0,,965,981,159000,27.6,24.7,27,11,J.Stenzel (4.6),A.Buckenberger (53-55) and C.Mack (12-10),Pittsburgh Pirates
124,1893,Pittsburgh Pirates,NL,131,81,48,2,0.628,0.606,2nd of 12,5.0,,970,766,184000,26.7,24.2,22,7,F.Killen (8.5),A.Buckenberger (81-48),Pittsburgh Pirates
125,1892,Pittsburgh Pirates,NL,155,80,73,2,0.523,0.503,6th of 12,23.5,,802,796,177205,26.1,26.5,27,11,A.Terry (5.1),A.Buckenberger (53-41) and T.Burns (27-32),Pittsburgh Pirates
126,1891,Pittsburgh Pirates,NL,137,55,80,2,0.407,0.458,8th of 8,30.5,,679,744,128000,26.3,26.9,23,6,J.Beckley (4.1),N.Hanlon (31-47) and B.McGunnigle (24-33),Pittsburgh Pirates
127,1890,Pittsburgh Alleghenys,NL,138,23,113,2,0.169,0.209,8th of 8,66.5,,597,1235,16064,25.6,23.8,46,22,D.Miller (3.0),G.Hecker (23-113),Pittsburgh Pirates
128,1889,Pittsburgh Alleghenys,NL,134,61,71,2,0.462,0.455,5th of 8,25.0,,726,801,0,27.4,25.6,23,11,F.Carroll (4.7),"H.Phillips (28-43), F.Dunlap (7-10) and N.Hanlon (26-18)",Pittsburgh Pirates
129,1888,Pittsburgh Alleghenys,NL,139,66,68,5,0.493,0.462,6th of 8,19.5,,534,580,0,25.8,26.4,22,6,P.Galvin (5.7),H.Phillips (66-68),Pittsburgh Pirates
130,1887,Pittsburgh Alleghenys,NL,125,55,69,1,0.444,0.414,6th of 8,24.0,,621,750,0,26.8,28.0,16,5,P.Galvin (6.4),H.Phillips (55-69),Pittsburgh Pirates
131,1886,Pittsburgh Alleghenys,AA,140,80,57,3,0.584,0.601,2nd of 8,12.0,,810,647,0,25.6,24.8,20,8,E.Morris (10.4),H.Phillips (80-57),Pittsburgh Pirates
132,1885,Pittsburgh Alleghenys,AA,111,56,55,0,0.505,0.507,3rd of 8,22.5,,547,539,0,25.4,23.2,20,8,E.Morris (12.9),H.Phillips (56-55),Pittsburgh Pirates
133,1884,Pittsburgh Alleghenys,AA,110,30,78,2,0.278,0.257,11th of 13,45.5,,406,725,0,25.4,23.7,34,10,E.Swartwood (1.1),"D.McKnight (4-8), B.Ferguson (11-31), J.Battin (6-7), G.Creamer (0-8) and H.Phillips (9-24)",Pittsburgh Pirates
134,1883,Pittsburgh Alleghenys,AA,98,31,67,0,0.316,0.355,7th of 8,35.0,,525,728,0,26.3,26.2,18,8,E.Swartwood (3.8),"A.Pratt (12-20), O.Butler (17-36) and J.Battin (2-11)",Pittsburgh Pirates
135,1882,Pittsburgh Alleghenys,AA,79,39,39,1,0.5,0.51,4th of 6,15.0,,426,417,0,26.0,26.7,20,7,D.Driscoll (4.9),A.Pratt (39-39),Pittsburgh Pirates
1,2016,San Diego Padres,NL West,162,68,94,0,0.42,0.447,5th of 5,23.0,,686,770,2351422,28.1,28.1,58,32,D.Pomeranz (3.4),A.Green (68-94),San Diego Padres
2,2015,San Diego Padres,NL West,162,74,88,0,0.457,0.446,4th of 5,18.0,,650,731,2459752,27.6,29.1,46,26,J.Upton (4.4),"B.Black (32-33), D.Roberts (0-1) and P.Murphy (42-54)",San Diego Padres
3,2014,San Diego Padres,NL West,162,77,85,0,0.475,0.465,3rd of 5,17.0,,535,577,2195373,27.9,28.8,51,24,S.Smith (4.0),B.Black (77-85),San Diego Padres
4,2013,San Diego Padres,NL West,162,76,86,0,0.469,0.443,3rd of 5,16.0,,618,700,2166691,28.1,28.8,47,23,C.Denorfia (4.3),B.Black (76-86),San Diego Padres
5,2012,San Diego Padres,NL West,162,76,86,0,0.469,0.46,4th of 5,18.0,,651,710,2123721,27.4,28.0,53,30,C.Headley (6.3),B.Black (76-86),San Diego Padres
6,2011,San Diego Padres,NL West,162,71,91,0,0.438,0.486,5th of 5,23.0,,593,611,2143018,28.0,28.1,48,22,C.Maybin (4.5),B.Black (71-91),San Diego Padres
7,2010,San Diego Padres,NL West,162,90,72,0,0.556,0.561,2nd of 5,2.0,,665,581,2131774,29.1,27.2,40,19,A.Gonzalez (4.3),B.Black (90-72),San Diego Padres
8,2009,San Diego Padres,NL West,162,75,87,0,0.463,0.415,4th of 5,20.0,,638,769,1919603,28.0,26.8,56,33,A.Gonzalez (6.9),B.Black (75-87),San Diego Padres
9,2008,San Diego Padres,NL West,162,63,99,0,0.389,0.418,5th of 5,21.0,,637,764,2427535,28.9,30.2,59,32,B.Giles (4.8),B.Black (63-99),San Diego Padres
10,2007,San Diego Padres,NL West,163,89,74,0,0.546,0.549,3rd of 5,1.5,,741,666,2790074,29.9,31.5,49,21,J.Peavy (6.9),B.Black (89-74),San Diego Padres
11,2006,San Diego Padres,NL West,162,88,74,0,0.543,0.534,1st of 5,,Lost LDS (3-1),731,679,2659757,30.7,30.6,46,22,M.Cameron (4.3),B.Bochy (88-74),San Diego Padres
12,2005,San Diego Padres,NL West,162,82,80,0,0.506,0.473,1st of 5,,Lost LDS (3-0),684,726,2869787,31.1,31.0,46,23,J.Peavy (4.9),B.Bochy (82-80),San Diego Padres
13,2004,San Diego Padres,NL West,162,87,75,0,0.537,0.539,3rd of 5,6.0,,768,705,3016752,29.6,30.0,47,24,M.Loretta (6.0),B.Bochy (87-75),San Diego Padres
14,2003,San Diego Padres,NL West,162,64,98,0,0.395,0.408,5th of 5,36.5,,678,831,2030084,28.5,27.8,51,27,M.Loretta (4.9),B.Bochy (64-98),San Diego Padres
15,2002,San Diego Padres,NL West,162,66,96,0,0.407,0.406,5th of 5,32.0,,662,815,2220601,29.1,27.8,59,37,R.Klesko (4.2),B.Bochy (66-96),San Diego Padres
16,2001,San Diego Padres,NL West,162,79,83,0,0.488,0.487,4th of 5,13.0,,789,812,2378128,28.9,28.7,48,25,P.Nevin (5.8),B.Bochy (79-83),San Diego Padres
17,2000,San Diego Padres,NL West,162,76,86,0,0.469,0.463,5th of 5,21.0,,752,815,2352443,28.6,27.5,56,29,P.Nevin (4.1),B.Bochy (76-86),San Diego Padres
18,1999,San Diego Padres,NL West,162,74,88,0,0.457,0.457,4th of 5,26.0,,710,781,2523538,29.7,28.8,41,20,R.Sanders (4.1),B.Bochy (74-88),San Diego Padres
19,1998,San Diego Padres,NL West,162,98,64,0,0.605,0.575,1st of 5,,Lost WS (4-0),749,635,2555874,31.1,29.8,42,21,K.Brown (9.1),B.Bochy (98-64),San Diego Padres
20,1997,San Diego Padres,NL West,162,76,86,0,0.469,0.448,4th of 4,14.0,,795,891,2089333,30.8,28.1,45,21,T.Gwynn (4.3),B.Bochy (76-86),San Diego Padres
21,1996,San Diego Padres,NL West,162,91,71,0,0.562,0.556,1st of 4,,Lost LDS (3-0),771,682,2187886,30.9,28.7,43,19,K.Caminiti (7.6),B.Bochy (91-71),San Diego Padres
22,1995,San Diego Padres,NL West,144,70,74,0,0.486,0.497,3rd of 4,8.0,,668,672,1041805,28.8,26.6,40,20,A.Ashby (5.0),B.Bochy (70-74),San Diego Padres
23,1994,San Diego Padres,NL West,117,47,70,0,0.402,0.453,4th of 4,12.5,,479,531,953857,27.2,26.8,40,20,T.Gwynn (4.2),J.Riggleman (47-70),San Diego Padres
24,1993,San Diego Padres,NL West,162,61,101,0,0.377,0.442,7th of 7,43.0,,679,772,1375432,26.9,26.7,46,23,G.Harris (4.8),J.Riggleman (61-101),San Diego Padres
25,1992,San Diego Padres,NL West,162,82,80,0,0.506,0.486,3rd of 6,16.0,,617,636,1721406,28.4,29.1,39,17,G.Sheffield (6.2),G.Riddoch (78-72) and J.Riggleman (4-8),San Diego Padres
26,1991,San Diego Padres,NL West,162,84,78,0,0.519,0.493,3rd of 6,10.0,,636,646,1804289,28.0,29.0,48,23,T.Gwynn (5.6),G.Riddoch (84-78),San Diego Padres
27,1990,San Diego Padres,NL West,162,75,87,0,0.463,0.5,4th of 6,16.0,,673,673,1856396,28.7,29.5,37,16,E.Whitson (7.1),J.McKeon (37-43) and G.Riddoch (38-44),San Diego Padres
28,1989,San Diego Padres,NL West,162,89,73,0,0.549,0.512,2nd of 6,3.0,,642,626,2009031,27.9,29.2,40,17,E.Whitson (6.7),J.McKeon (89-73),San Diego Padres
29,1988,San Diego Padres,NL West,161,83,78,0,0.516,0.509,3rd of 6,11.0,,594,583,1506896,27.2,28.0,35,14,R.Alomar (4.3),L.Bowa (16-30) and J.McKeon (67-48),San Diego Padres
30,1987,San Diego Padres,NL West,162,65,97,0,0.401,0.439,6th of 6,25.0,,668,763,1454061,26.5,27.7,39,19,T.Gwynn (8.5),L.Bowa (65-97),San Diego Padres
31,1986,San Diego Padres,NL West,162,74,88,0,0.457,0.456,4th of 6,22.0,,656,723,1805716,29.2,28.1,39,19,T.Gwynn (6.6),S.Boros (74-88),San Diego Padres
32,1985,San Diego Padres,NL West,162,83,79,0,0.512,0.52,3rd of 6,12.0,,650,622,2210352,29.7,28.2,33,15,T.Gwynn (5.2),D.Williams (83-79),San Diego Padres
33,1984,San Diego Padres,NL West,162,92,70,0,0.568,0.536,1st of 6,,Lost WS (4-1),686,634,1983904,28.3,27.6,31,13,T.Gwynn (6.3),D.Williams (92-70),San Diego Padres
34,1983,San Diego Padres,NL West,163,81,81,1,0.5,0.5,4th of 6,10.0,,653,653,1539815,27.4,27.4,41,18,T.Kennedy (4.4),D.Williams (81-81),San Diego Padres
35,1982,San Diego Padres,NL West,162,81,81,0,0.5,0.512,4th of 6,8.0,,675,658,1607516,26.6,27.4,38,14,S.Lezcano (5.9),D.Williams (81-81),San Diego Padres
36,1981,San Diego Padres,NL West,110,41,69,0,0.373,0.421,6th of 6,26.0,,382,455,519161,25.9,27.6,34,14,G.Richards (2.7),F.Howard (41-69),San Diego Padres
37,1980,San Diego Padres,NL West,163,73,89,1,0.451,0.454,6th of 6,19.5,,591,654,1139026,28.1,28.7,36,15,O.Smith (5.0),J.Coleman (73-89),San Diego Padres
38,1979,San Diego Padres,NL West,161,68,93,0,0.422,0.445,5th of 6,22.0,,603,681,1456967,27.5,29.1,35,13,D.Winfield (8.3),R.Craig (68-93),San Diego Padres
39,1978,San Diego Padres,NL West,162,84,78,0,0.519,0.495,4th of 6,11.0,,591,598,1670107,26.0,28.4,38,16,G.Tenace (5.2),R.Craig (84-78),San Diego Padres
40,1977,San Diego Padres,NL West,162,69,93,0,0.426,0.415,5th of 6,29.0,,692,834,1376269,25.7,26.0,35,15,G.Hendrick (5.8),"J.McNamara (20-28), B.Skinner (1-0) and A.Dark (48-65)",San Diego Padres
41,1976,San Diego Padres,NL West,162,73,89,0,0.451,0.432,5th of 6,29.0,,570,662,1458478,28.4,26.2,36,16,D.Winfield (5.1),J.McNamara (73-89),San Diego Padres
42,1975,San Diego Padres,NL West,162,71,91,0,0.438,0.404,4th of 6,37.0,,552,683,1281747,27.5,25.6,38,14,R.Jones (7.6),J.McNamara (71-91),San Diego Padres
43,1974,San Diego Padres,NL West,162,60,102,0,0.37,0.314,6th of 6,42.0,,541,830,1075399,26.5,24.8,43,18,D.Freisleben (3.6),J.McNamara (60-102),San Diego Padres
44,1973,San Diego Padres,NL West,162,60,102,0,0.37,0.349,6th of 6,39.0,,548,770,611826,25.2,25.4,32,12,D.Roberts (3.2),D.Zimmer (60-102),San Diego Padres
45,1972,San Diego Padres,NL West,153,58,95,0,0.379,0.362,6th of 6,36.5,,488,665,644273,25.1,25.2,41,15,N.Colbert (5.4),P.Gomez (4-7) and D.Zimmer (54-88),San Diego Padres
46,1971,San Diego Padres,NL West,161,61,100,0,0.379,0.398,6th of 6,28.5,,486,610,557513,26.4,26.3,40,16,D.Roberts (7.7),P.Gomez (61-100),San Diego Padres
47,1970,San Diego Padres,NL West,162,63,99,0,0.389,0.434,6th of 6,39.0,,681,788,643679,26.6,26.4,37,16,C.Gaston (5.1),P.Gomez (63-99),San Diego Padres
48,1969,San Diego Padres,NL West,162,52,110,0,0.321,0.299,6th of 6,41.0,,468,746,512970,26.2,24.9,42,17,O.Brown (2.6),P.Gomez (52-110),San Diego Padres
1,2016,San Francisco Giants,NL West,162,87,75,0,0.537,0.557,2nd of 5,4.0,Lost LDS (3-1),715,631,3365256,29.1,30.0,45,24,M.Bumgarner (5.9),B.Bochy (87-75),San Francisco Giants
2,2015,San Francisco Giants,NL West,162,84,78,0,0.519,0.548,2nd of 5,8.0,,696,627,3375882,28.9,31.5,48,21,B.Posey (6.1),B.Bochy (84-78),San Francisco Giants
3,2014,San Francisco Giants,NL West,162,88,74,0,0.543,0.536,2nd of 5,6.0,Won WS (4-3),665,614,3368697,28.6,31.7,46,21,M.Bumgarner (5.3),B.Bochy (88-74),San Francisco Giants
4,2013,San Francisco Giants,NL West,162,76,86,0,0.469,0.457,3rd of 5,16.0,,629,691,3369106,28.7,29.6,44,21,B.Posey (4.9),B.Bochy (76-86),San Francisco Giants
5,2012,San Francisco Giants,NL West,162,94,68,0,0.58,0.546,1st of 5,,Won WS (4-0),718,649,3377371,27.8,30.0,45,23,B.Posey (7.3),B.Bochy (94-68),San Francisco Giants
6,2011,San Francisco Giants,NL West,162,86,76,0,0.531,0.494,2nd of 5,8.0,,570,578,3387303,30.2,28.5,44,17,P.Sandoval (6.1),B.Bochy (86-76),San Francisco Giants
7,2010,San Francisco Giants,NL West,162,92,70,0,0.568,0.581,1st of 5,,Won WS (4-1),697,583,3037443,29.6,27.9,42,19,A.Huff (5.7),B.Bochy (92-70),San Francisco Giants
8,2009,San Francisco Giants,NL West,162,88,74,0,0.543,0.533,3rd of 5,7.0,,657,611,2862110,29.0,28.7,44,21,T.Lincecum (7.6),B.Bochy (88-74),San Francisco Giants
9,2008,San Francisco Giants,NL West,162,72,90,0,0.444,0.423,4th of 5,12.0,,640,759,2863837,29.6,27.1,49,20,T.Lincecum (8.1),B.Bochy (72-90),San Francisco Giants
10,2007,San Francisco Giants,NL West,162,71,91,0,0.438,0.476,5th of 5,19.0,,683,720,3223215,32.7,27.3,44,22,M.Cain (4.3),B.Bochy (71-91),San Francisco Giants
11,2006,San Francisco Giants,NL West,161,76,85,0,0.472,0.474,3rd of 5,11.5,,746,790,3130313,33.6,28.7,44,21,J.Schmidt (4.0),F.Alou (76-85),San Francisco Giants
12,2005,San Francisco Giants,NL West,162,75,87,0,0.463,0.437,3rd of 5,7.0,,649,745,3181023,32.2,30.0,50,24,N.Lowry (4.8),F.Alou (75-87),San Francisco Giants
13,2004,San Francisco Giants,NL West,162,91,71,0,0.562,0.545,2nd of 5,2.0,,850,770,3256854,31.6,30.1,43,22,B.Bonds (10.6),F.Alou (91-71),San Francisco Giants
14,2003,San Francisco Giants,NL West,161,100,61,0,0.621,0.576,1st of 5,,Lost LDS (3-1),755,638,3264898,32.1,28.6,46,21,B.Bonds (9.2),F.Alou (100-61),San Francisco Giants
15,2002,San Francisco Giants,NL West,162,95,66,1,0.59,0.608,2nd of 5,2.5,Lost WS (4-3),783,616,3253203,32.1,29.2,38,17,B.Bonds (11.8),D.Baker (95-66),San Francisco Giants
16,2001,San Francisco Giants,NL West,162,90,72,0,0.556,0.53,2nd of 5,2.0,,799,748,3311958,31.5,29.2,41,18,B.Bonds (11.9),D.Baker (90-72),San Francisco Giants
17,2000,San Francisco Giants,NL West,162,97,65,0,0.599,0.597,1st of 5,,Lost LDS (3-1),925,747,3318800,29.9,28.5,36,17,B.Bonds (7.7),D.Baker (97-65),San Francisco Giants
18,1999,San Francisco Giants,NL West,162,86,76,0,0.531,0.522,2nd of 5,14.0,,872,831,2078399,30.2,28.6,35,16,B.Bonds (3.8),D.Baker (86-76),San Francisco Giants
19,1998,San Francisco Giants,NL West,163,89,74,0,0.546,0.561,2nd of 5,9.5,,845,739,1925364,30.7,31.8,41,17,B.Bonds (8.1),D.Baker (89-74),San Francisco Giants
20,1997,San Francisco Giants,NL West,162,90,72,0,0.556,0.495,1st of 4,,Lost LDS (3-0),784,793,1690869,29.6,28.9,42,23,B.Bonds (8.1),D.Baker (90-72),San Francisco Giants
