Rk,Year,Tm,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
65,1952,Philadelphia Phillies,NL,154,87,67,0,0.565,0.579,4th of 8,9.5,,657,552,755417,27.8,27.8,32,14,R.Roberts (8.5),E.Sawyer (28-35) and S.O'Neill (59-32),Philadelphia Phillies
66,1951,Philadelphia Phillies,NL,154,73,81,0,0.474,0.503,5th of 8,23.5,,648,644,937658,27.6,28.2,37,15,R.Roberts (8.6),E.Sawyer (73-81),Philadelphia Phillies
67,1950,Philadelphia Phillies,NL,157,91,63,3,0.591,0.566,1st of 8,,Lost WS (4-0),722,624,1217035,26.5,26.3,32,15,R.Roberts (6.8),E.Sawyer (91-63),Philadelphia Phillies
68,1949,Philadelphia Phillies,NL,154,81,73,0,0.526,0.496,3rd of 8,16.0,,662,668,819698,25.8,28.5,33,12,K.Heintzelman (6.0),E.Sawyer (81-73),Philadelphia Phillies
69,1948,Philadelphia Phillies,NL,155,66,88,1,0.429,0.406,6th of 8,25.5,,591,728,767429,26.9,30.9,38,20,D.Leonard (5.9),"B.Chapman (37-42), D.Cooke (6-6) and E.Sawyer (23-40)",Philadelphia Phillies
70,1947,Philadelphia Phillies,NL,155,62,92,1,0.403,0.43,7th of 8,32.0,,589,687,907332,28.8,32.5,41,16,D.Leonard (6.5),B.Chapman (62-92),Philadelphia Phillies
71,1946,Philadelphia Phillies,NL,155,69,85,1,0.448,0.396,5th of 8,28.0,,560,705,1045247,29.0,29.8,49,24,D.Ennis (4.8),B.Chapman (69-85),Philadelphia Phillies
72,1945,Philadelphia Phillies,NL,154,46,108,0,0.299,0.303,8th of 8,52.0,,548,865,285057,30.0,31.2,46,22,A.Karl (3.4),F.Fitzsimmons (18-51) and B.Chapman (28-57),Philadelphia Phillies
73,1944,Philadelphia Phillies,NL,154,61,92,1,0.399,0.41,8th of 8,43.5,,539,658,369586,28.2,29.6,40,17,B.Adams (5.0),F.Fitzsimmons (61-92),Philadelphia Phillies
74,1943,Philadelphia Phillies,NL,157,64,90,3,0.416,0.423,7th of 8,41.0,,571,676,466975,28.0,29.0,42,21,S.Rowe (6.1),B.Harris (39-53) and F.Fitzsimmons (25-37),Philadelphia Phillies
75,1942,Philadelphia Phillies,NL,151,42,109,0,0.278,0.256,8th of 8,62.5,,394,706,230183,26.9,26.0,35,15,T.Hughes (3.2),H.Lobert (42-109),Philadelphia Phillies
76,1941,Philadelphia Phillies,NL,155,43,111,1,0.279,0.301,8th of 8,57.0,,501,793,231401,26.5,27.5,34,16,D.Litwhiler (4.3),D.Prothro (43-111),Philadelphia Phillies
77,1940,Philadelphia Phillies,NL,153,50,103,0,0.327,0.318,8th of 8,50.0,,494,750,207177,27.4,27.9,42,16,K.Higbe (4.3),D.Prothro (50-103),Philadelphia Phillies
78,1939,Philadelphia Phillies,NL,152,45,106,1,0.298,0.31,8th of 8,50.5,,553,856,277973,28.0,27.7,46,19,M.Arnovich (3.9),D.Prothro (45-106),Philadelphia Phillies
79,1938,Philadelphia Phillies,NL,151,45,105,1,0.3,0.315,8th of 8,43.0,,550,840,166111,28.3,28.5,38,15,A.Hollingsworth (3.1),J.Wilson (45-103) and H.Lobert (0-2),Philadelphia Phillies
80,1937,Philadelphia Phillies,NL,155,61,92,2,0.399,0.417,7th of 8,34.5,,724,869,212790,28.2,28.0,32,14,D.Camilli (6.2),J.Wilson (61-92),Philadelphia Phillies
81,1936,Philadelphia Phillies,NL,154,54,100,0,0.351,0.416,8th of 8,38.0,,726,874,249219,28.8,28.0,38,17,D.Camilli (5.9),J.Wilson (54-100),Philadelphia Phillies
82,1935,Philadelphia Phillies,NL,156,64,89,3,0.418,0.392,7th of 8,35.5,,685,871,205470,29.6,27.6,32,15,C.Davis (6.9),J.Wilson (64-89),Philadelphia Phillies
83,1934,Philadelphia Phillies,NL,149,56,93,0,0.376,0.426,7th of 8,37.0,,675,794,169885,29.1,29.8,38,15,C.Davis (8.3),J.Wilson (56-93),Philadelphia Phillies
84,1933,Philadelphia Phillies,NL,152,60,92,0,0.395,0.399,7th of 8,31.0,,607,760,156421,28.3,29.3,34,14,C.Klein (7.5),B.Shotton (60-92),Philadelphia Phillies
85,1932,Philadelphia Phillies,NL,154,78,76,0,0.506,0.527,4th of 8,12.0,,844,796,268914,27.6,29.8,33,14,C.Klein (6.6),B.Shotton (78-76),Philadelphia Phillies
86,1931,Philadelphia Phillies,NL,155,66,88,1,0.429,0.413,6th of 8,35.0,,684,828,284849,26.6,28.8,33,16,R.Benge (6.0),B.Shotton (66-88),Philadelphia Phillies
87,1930,Philadelphia Phillies,NL,156,52,102,2,0.338,0.392,8th of 8,40.0,,944,1199,299007,27.1,29.1,30,14,C.Klein (6.5),B.Shotton (52-102),Philadelphia Phillies
88,1929,Philadelphia Phillies,NL,154,71,82,1,0.464,0.436,5th of 8,27.5,,897,1032,281200,26.6,28.2,31,15,L.O'Doul (7.4),B.Shotton (71-82),Philadelphia Phillies
89,1928,Philadelphia Phillies,NL,152,43,109,0,0.283,0.336,8th of 8,51.0,,660,957,182168,27.3,28.0,35,16,R.Benge (2.3),B.Shotton (43-109),Philadelphia Phillies
90,1927,Philadelphia Phillies,NL,155,51,103,1,0.331,0.372,8th of 8,43.0,,678,903,305420,30.7,29.8,34,16,D.Ulrich (3.7),S.McInnis (51-103),Philadelphia Phillies
91,1926,Philadelphia Phillies,NL,152,58,93,1,0.384,0.379,8th of 8,29.5,,687,900,240600,30.2,29.0,38,15,H.Carlson (8.8),A.Fletcher (58-93),Philadelphia Phillies
92,1925,Philadelphia Phillies,NL,153,68,85,0,0.444,0.438,6th of 8,27.0,,812,930,304905,29.6,30.8,35,16,H.Carlson (4.5),A.Fletcher (68-85),Philadelphia Phillies
93,1924,Philadelphia Phillies,NL,152,55,96,1,0.364,0.397,7th of 8,37.0,,676,849,299818,29.4,30.0,33,14,C.Williams (4.1),A.Fletcher (55-96),Philadelphia Phillies
94,1923,Philadelphia Phillies,NL,155,50,104,1,0.325,0.367,8th of 8,45.5,,748,1008,228168,28.1,28.5,37,18,J.Ring (6.4),A.Fletcher (50-104),Philadelphia Phillies
95,1922,Philadelphia Phillies,NL,154,57,96,1,0.373,0.4,7th of 8,35.5,,738,920,232471,28.2,26.2,28,12,L.Meadows (4.7),K.Wilhelm (57-96),Philadelphia Phillies
96,1921,Philadelphia Phillies,NL,154,51,103,0,0.331,0.325,8th of 8,43.5,,617,919,273961,28.0,26.0,36,13,C.Williams (2.5),B.Donovan (25-62) and K.Wilhelm (26-41),Philadelphia Phillies
97,1920,Philadelphia Phillies,NL,153,62,91,0,0.405,0.395,8th of 8,30.5,,565,714,330998,28.9,26.3,28,11,C.Williams (5.8),G.Cravath (62-91),Philadelphia Phillies
98,1919,Philadelphia Phillies,NL,138,47,90,1,0.343,0.36,8th of 8,47.5,,510,699,240424,29.3,27.7,38,16,L.Meadows (3.9),J.Coombs (18-44) and G.Cravath (29-46),Philadelphia Phillies
99,1918,Philadelphia Phillies,NL,125,55,68,2,0.447,0.425,6th of 8,26.0,,430,507,122266,28.6,27.7,27,11,B.Hogg (4.7),P.Moran (55-68),Philadelphia Phillies
100,1917,Philadelphia Phillies,NL,154,87,65,2,0.572,0.566,2nd of 8,10.0,,578,500,354428,29.9,28.3,24,7,P.Alexander (9.9),P.Moran (87-65),Philadelphia Phillies
101,1916,Philadelphia Phillies,NL,154,91,62,1,0.595,0.578,2nd of 8,2.5,,581,489,515365,28.9,28.5,29,11,P.Alexander (11.7),P.Moran (91-62),Philadelphia Phillies
102,1915,Philadelphia Phillies,NL,153,90,62,1,0.592,0.608,1st of 8,,Lost WS (4-1),589,463,449898,28.2,26.7,23,9,P.Alexander (10.8),P.Moran (90-62),Philadelphia Phillies
103,1914,Philadelphia Phillies,NL,154,74,80,0,0.481,0.475,6th of 8,20.5,,651,687,138474,28.5,23.8,30,10,P.Alexander (8.9),R.Dooin (74-80),Philadelphia Phillies
104,1913,Philadelphia Phillies,NL,159,88,63,8,0.583,0.539,2nd of 8,12.5,,693,636,470000,28.9,25.0,36,14,P.Alexander (6.3),R.Dooin (88-63),Philadelphia Phillies
105,1912,Philadelphia Phillies,NL,152,73,79,0,0.48,0.488,5th of 8,30.5,,670,688,250000,28.6,25.4,39,15,P.Alexander (6.3),R.Dooin (73-79),Philadelphia Phillies
106,1911,Philadelphia Phillies,NL,153,79,73,1,0.52,0.492,4th of 8,19.5,,658,669,416000,28.2,27.3,39,17,P.Alexander (8.0),R.Dooin (79-73),Philadelphia Phillies
107,1910,Philadelphia Phillies,NL,157,78,75,4,0.51,0.524,4th of 8,25.5,,674,639,296597,29.0,28.7,33,16,S.Magee (6.7),R.Dooin (78-75),Philadelphia Phillies
108,1909,Philadelphia Phillies,NL,154,74,79,1,0.484,0.498,5th of 8,36.5,,517,519,303177,28.1,27.3,29,11,E.Moore (5.0),B.Murray (74-79),Philadelphia Phillies
109,1908,Philadelphia Phillies,NL,155,83,71,1,0.539,0.557,4th of 8,16.0,,504,445,420660,27.3,26.4,27,10,G.McQuillan (9.2),B.Murray (83-71),Philadelphia Phillies
110,1907,Philadelphia Phillies,NL,149,83,64,2,0.565,0.535,3rd of 8,21.5,,514,476,341216,28.1,26.6,24,11,S.Magee (6.9),B.Murray (83-64),Philadelphia Phillies
111,1906,Philadelphia Phillies,NL,154,71,82,1,0.464,0.47,4th of 8,45.5,,528,564,294680,28.7,27.2,24,10,T.Sparks (6.4),H.Duffy (71-82),Philadelphia Phillies
112,1905,Philadelphia Phillies,NL,155,83,69,3,0.546,0.573,4th of 8,21.5,,708,603,317932,29.0,30.0,24,11,J.Titus (5.4),H.Duffy (83-69),Philadelphia Phillies
113,1904,Philadelphia Phillies,NL,155,52,100,3,0.342,0.359,8th of 8,53.5,,571,784,140771,27.9,28.6,31,11,R.Thomas (4.6),H.Duffy (52-100),Philadelphia Phillies
114,1903,Philadelphia Phillies,NL,139,49,86,4,0.363,0.419,7th of 8,39.5,,617,738,151729,29.0,28.2,24,9,R.Thomas (5.5),C.Zimmer (49-86),Philadelphia Phillies
115,1902,Philadelphia Phillies,NL,138,56,81,1,0.409,0.369,7th of 8,46.0,,484,649,112066,27.2,26.4,33,12,D.White (7.0),B.Shettsline (56-81),Philadelphia Phillies
116,1901,Philadelphia Phillies,NL,140,83,57,0,0.593,0.594,2nd of 8,7.5,,668,543,234937,28.5,25.9,21,6,A.Orth (7.4),B.Shettsline (83-57),Philadelphia Phillies
117,1900,Philadelphia Phillies,NL,141,75,63,3,0.543,0.51,3rd of 8,8.0,,810,792,301913,27.1,27.0,24,10,E.Flick (5.9),B.Shettsline (75-63),Philadelphia Phillies
118,1899,Philadelphia Phillies,NL,154,94,58,2,0.618,0.595,3rd of 12,9.0,,916,743,388933,26.6,25.5,23,8,E.Delahanty (8.0),B.Shettsline (94-58),Philadelphia Phillies
119,1898,Philadelphia Phillies,NL,150,78,71,1,0.523,0.522,6th of 12,24.0,,823,784,265414,25.6,24.7,27,10,E.Delahanty (6.1),G.Stallings (19-27) and B.Shettsline (59-44),Philadelphia Phillies
120,1897,Philadelphia Phillies,NL,134,55,77,2,0.417,0.476,10th of 12,38.0,,752,792,290027,26.9,24.6,28,10,E.Delahanty (5.7),G.Stallings (55-77),Philadelphia Phillies
121,1896,Philadelphia Phillies,NL,130,62,68,0,0.477,0.499,8th of 12,28.5,,890,891,357025,28.3,23.7,32,14,E.Delahanty (7.3),B.Nash (62-68),Philadelphia Phillies
122,1895,Philadelphia Phillies,NL,133,78,53,2,0.595,0.55,3rd of 12,9.5,,1068,957,474971,28.3,22.2,24,11,E.Delahanty (6.9),A.Irwin (78-53),Philadelphia Phillies
123,1894,Philadelphia Phillies,NL,129,71,57,1,0.555,0.577,4th of 12,18.0,,1179,995,352773,27.5,23.8,30,14,B.Hamilton (8.2),A.Irwin (71-57),Philadelphia Phillies
124,1893,Philadelphia Phillies,NL,133,72,57,4,0.558,0.583,4th of 12,14.0,,1011,841,293019,26.8,25.0,18,8,E.Delahanty (6.9),H.Wright (72-57),Philadelphia Phillies
125,1892,Philadelphia Phillies,NL,155,87,66,2,0.569,0.599,4th of 12,16.5,,860,690,193731,27.1,25.8,21,7,G.Weyhing (7.2),H.Wright (87-66),Philadelphia Phillies
126,1891,Philadelphia Phillies,NL,138,68,69,1,0.496,0.49,4th of 8,18.5,,756,773,217282,25.9,24.0,28,11,K.Gleason (6.6),H.Wright (68-69),Philadelphia Phillies
127,1890,Philadelphia Phillies,NL,133,78,53,2,0.595,0.569,3rd of 8,9.0,,823,707,148366,24.8,23.2,22,9,K.Gleason (11.6),"H.Wright (36-31), J.Clements (13-6), A.Reach (4-7) and B.Allen (25-10)",Philadelphia Phillies
128,1889,Philadelphia Quakers,NL,130,63,64,3,0.496,0.496,4th of 8,20.5,,742,748,0,26.3,25.1,21,9,C.Buffinton (11.1),H.Wright (63-64),Philadelphia Phillies
129,1888,Philadelphia Quakers,NL,132,69,61,2,0.531,0.523,3rd of 8,14.5,,535,509,0,26.5,24.6,21,6,C.Buffinton (12.0),H.Wright (69-61),Philadelphia Phillies
130,1887,Philadelphia Quakers,NL,128,75,48,5,0.61,0.612,2nd of 8,3.5,,901,702,0,26.0,24.4,20,7,C.Ferguson (10.4),H.Wright (75-48),Philadelphia Phillies
131,1886,Philadelphia Quakers,NL,119,71,43,5,0.623,0.6,4th of 8,14.0,,621,498,0,25.5,22.8,18,7,C.Ferguson (11.8),H.Wright (71-43),Philadelphia Phillies
132,1885,Philadelphia Quakers,NL,111,56,54,1,0.509,0.502,3rd of 8,30.0,,513,511,0,24.7,22.2,16,4,C.Ferguson (8.0),H.Wright (56-54),Philadelphia Phillies
133,1884,Philadelphia Quakers,NL,113,39,73,1,0.348,0.322,6th of 8,45.0,,549,824,0,25.1,20.9,31,11,J.Manning (2.0),H.Wright (39-73),Philadelphia Phillies
134,1883,Philadelphia Quakers,NL,99,17,81,1,0.173,0.215,8th of 8,46.0,,437,887,0,26.5,21.3,29,9,E.Gross (1.6),B.Ferguson (4-13) and B.Purcell (13-68),Philadelphia Phillies
1,2016,Pittsburgh Pirates,NL Central,162,78,83,1,0.484,0.482,3rd of 5,25.0,,729,758,2249201,28.9,28.6,55,32,S.Marte (4.9),C.Hurdle (78-83),Pittsburgh Pirates
2,2015,Pittsburgh Pirates,NL Central,162,98,64,0,0.605,0.571,2nd of 5,2.0,Lost NLWC (1-0),697,596,2498596,28.2,29.6,46,21,S.Marte (5.4),C.Hurdle (98-64),Pittsburgh Pirates
3,2014,Pittsburgh Pirates,NL Central,162,88,74,0,0.543,0.535,2nd of 5,2.0,Lost NLWC (1-0),682,631,2442564,27.3,28.1,45,23,A.McCutchen (6.3),C.Hurdle (88-74),Pittsburgh Pirates
4,2013,Pittsburgh Pirates,NL Central,162,94,68,0,0.58,0.543,2nd of 5,3.0,Lost LDS (3-2),634,577,2256862,27.9,28.7,49,28,A.McCutchen (8.1),C.Hurdle (94-68),Pittsburgh Pirates
5,2012,Pittsburgh Pirates,NL Central,162,79,83,0,0.488,0.484,4th of 6,18.0,,651,674,2091918,27.6,30.2,49,25,A.McCutchen (7.0),C.Hurdle (79-83),Pittsburgh Pirates
6,2011,Pittsburgh Pirates,NL Central,162,72,90,0,0.444,0.43,4th of 6,24.0,,610,712,1940429,27.2,28.1,52,25,A.McCutchen (5.7),C.Hurdle (72-90),Pittsburgh Pirates
7,2010,Pittsburgh Pirates,NL Central,162,57,105,0,0.352,0.329,6th of 6,34.0,,587,866,1613399,26.5,28.6,52,28,A.McCutchen (3.8),J.Russell (57-105),Pittsburgh Pirates
8,2009,Pittsburgh Pirates,NL Central,161,62,99,0,0.385,0.415,6th of 6,28.5,,636,768,1577853,27.0,26.3,49,26,J.Wilson (3.2),J.Russell (62-99),Pittsburgh Pirates
9,2008,Pittsburgh Pirates,NL Central,162,67,95,0,0.414,0.416,6th of 6,30.5,,735,884,1609076,28.4,26.5,47,26,P.Maholm (3.9),J.Russell (67-95),Pittsburgh Pirates
10,2007,Pittsburgh Pirates,NL Central,162,68,94,0,0.42,0.429,6th of 6,17.0,,724,846,1749142,27.2,27.1,46,25,J.Wilson (3.6),J.Tracy (68-94),Pittsburgh Pirates
11,2006,Pittsburgh Pirates,NL Central,162,67,95,0,0.414,0.435,5th of 6,16.5,,691,797,1861549,27.8,27.0,42,22,F.Sanchez (4.4),J.Tracy (67-95),Pittsburgh Pirates
12,2005,Pittsburgh Pirates,NL Central,162,67,95,0,0.414,0.444,6th of 6,33.0,,680,769,1817245,27.4,28.7,44,19,J.Bay (5.7),L.McClendon (55-81) and P.Mackanin (12-14),Pittsburgh Pirates
13,2004,Pittsburgh Pirates,NL Central,161,72,89,0,0.447,0.459,5th of 6,32.5,,680,744,1580031,27.2,27.7,43,22,O.Perez (6.0),L.McClendon (72-89),Pittsburgh Pirates
14,2003,Pittsburgh Pirates,NL Central,162,75,87,0,0.463,0.472,4th of 6,13.0,,753,801,1636751,29.7,28.3,46,23,K.Wells (5.1),L.McClendon (75-87),Pittsburgh Pirates
15,2002,Pittsburgh Pirates,NL Central,161,72,89,0,0.447,0.441,4th of 6,24.5,,641,730,1784988,27.9,28.1,38,19,B.Giles (5.3),L.McClendon (72-89),Pittsburgh Pirates
16,2001,Pittsburgh Pirates,NL Central,162,62,100,0,0.383,0.38,6th of 6,31.0,,657,858,2464870,27.8,28.1,49,22,B.Giles (5.3),L.McClendon (62-100),Pittsburgh Pirates
17,2000,Pittsburgh Pirates,NL Central,162,69,93,0,0.426,0.448,5th of 6,26.0,,793,888,1748908,28.3,27.1,46,24,B.Giles (6.4),G.Lamont (69-93),Pittsburgh Pirates
18,1999,Pittsburgh Pirates,NL Central,161,78,83,0,0.484,0.496,3rd of 6,18.5,,775,782,1638023,28.3,26.8,45,21,B.Giles (6.6),G.Lamont (78-83),Pittsburgh Pirates
19,1998,Pittsburgh Pirates,NL Central,163,69,93,1,0.426,0.455,6th of 6,33.0,,650,718,1560950,26.7,26.5,38,17,J.Kendall (5.6),G.Lamont (69-93),Pittsburgh Pirates
20,1997,Pittsburgh Pirates,NL Central,162,79,83,0,0.488,0.478,2nd of 5,5.0,,725,760,1657022,26.6,25.7,43,21,F.Cordova (4.3),G.Lamont (79-83),Pittsburgh Pirates
21,1996,Pittsburgh Pirates,NL Central,162,73,89,0,0.451,0.468,5th of 5,15.0,,776,833,1332150,28.8,27.9,46,25,D.Neagle (6.0),J.Leyland (73-89),Pittsburgh Pirates
22,1995,Pittsburgh Pirates,NL Central,144,58,86,0,0.403,0.429,5th of 5,27.0,,629,736,905517,28.3,26.4,40,21,D.Neagle (4.6),J.Leyland (58-86),Pittsburgh Pirates
23,1994,Pittsburgh Pirates,NL Central,114,53,61,0,0.465,0.401,3rd of 5,13.0,,466,580,1222520,29.1,27.2,39,18,J.Bell (3.4),J.Leyland (53-61),Pittsburgh Pirates
24,1993,Pittsburgh Pirates,NL East,162,75,87,0,0.463,0.44,5th of 7,22.0,,707,806,1650593,28.1,27.6,47,23,J.Bell (6.2),J.Leyland (75-87),Pittsburgh Pirates
25,1992,Pittsburgh Pirates,NL East,162,96,66,0,0.593,0.569,1st of 6,,Lost NLCS (4-3),693,595,1829395,28.7,29.2,43,21,B.Bonds (9.0),J.Leyland (96-66),Pittsburgh Pirates
26,1991,Pittsburgh Pirates,NL East,162,98,64,0,0.605,0.588,1st of 6,,Lost NLCS (4-3),768,632,2065302,28.1,28.4,43,17,B.Bonds (7.9),J.Leyland (98-64),Pittsburgh Pirates
27,1990,Pittsburgh Pirates,NL East,162,95,67,0,0.586,0.577,1st of 6,,Lost NLCS (4-2),733,619,2049908,27.7,28.9,46,23,B.Bonds (9.7),J.Leyland (95-67),Pittsburgh Pirates
28,1989,Pittsburgh Pirates,NL East,164,74,88,2,0.457,0.47,5th of 6,19.0,,637,680,1374141,27.0,28.1,45,22,B.Bonds (8.0),J.Leyland (74-88),Pittsburgh Pirates
29,1988,Pittsburgh Pirates,NL East,160,85,75,0,0.531,0.525,2nd of 6,15.0,,651,616,1866713,26.0,26.2,42,18,A.Van Slyke (6.4),J.Leyland (85-75),Pittsburgh Pirates
30,1987,Pittsburgh Pirates,NL East,162,80,82,0,0.494,0.487,4th of 6,15.0,,723,744,1161193,26.4,26.5,49,22,B.Bonds (5.8),J.Leyland (80-82),Pittsburgh Pirates
31,1986,Pittsburgh Pirates,NL East,162,64,98,0,0.395,0.475,6th of 6,44.0,,663,700,1000917,27.2,28.5,39,18,R.Rhoden (7.7),J.Leyland (64-98),Pittsburgh Pirates
32,1985,Pittsburgh Pirates,NL East,161,57,104,0,0.354,0.401,6th of 6,43.5,,568,708,735900,28.2,28.5,43,18,R.Reuschel (6.4),C.Tanner (57-104),Pittsburgh Pirates
33,1984,Pittsburgh Pirates,NL East,162,75,87,0,0.463,0.537,6th of 6,21.5,,615,567,773500,28.3,28.9,37,17,R.Rhoden (6.5),C.Tanner (75-87),Pittsburgh Pirates
34,1983,Pittsburgh Pirates,NL East,162,84,78,0,0.519,0.508,2nd of 6,6.0,,659,648,1225916,28.6,28.5,38,16,J.Ray (5.1),C.Tanner (84-78),Pittsburgh Pirates
35,1982,Pittsburgh Pirates,NL East,162,84,78,0,0.519,0.518,4th of 6,8.0,,724,696,1024106,28.7,28.4,43,16,B.Madlock (6.2),C.Tanner (84-78),Pittsburgh Pirates
36,1981,Pittsburgh Pirates,NL East,103,46,56,1,0.451,0.48,4th of 6,13.0,,407,425,541789,29.1,29.9,37,16,B.Madlock (3.5),C.Tanner (46-56),Pittsburgh Pirates
37,1980,Pittsburgh Pirates,NL East,162,83,79,0,0.512,0.514,3rd of 6,8.0,,666,646,1646757,29.6,29.9,37,17,M.Easler (4.1),C.Tanner (83-79),Pittsburgh Pirates
38,1979,Pittsburgh Pirates,NL East,163,98,64,1,0.605,0.585,1st of 6,,Won WS (4-3),775,643,1435454,29.4,29.7,34,14,D.Parker (6.7),C.Tanner (98-64),Pittsburgh Pirates
39,1978,Pittsburgh Pirates,NL East,161,88,73,0,0.547,0.533,2nd of 6,1.5,,684,637,964106,29.1,28.3,37,14,D.Parker (7.0),C.Tanner (88-73),Pittsburgh Pirates
40,1977,Pittsburgh Pirates,NL East,162,96,66,0,0.593,0.545,2nd of 6,5.0,,734,665,1237349,28.1,27.3,36,15,J.Candelaria (7.9),C.Tanner (96-66),Pittsburgh Pirates
41,1976,Pittsburgh Pirates,NL East,162,92,70,0,0.568,0.553,2nd of 6,9.0,,708,630,1025945,28.5,27.6,31,12,A.Oliver (4.1),D.Murtaugh (92-70),Pittsburgh Pirates
42,1975,Pittsburgh Pirates,NL East,161,92,69,0,0.571,0.604,1st of 6,,Lost NLCS (3-0),712,565,1270018,27.6,27.8,34,14,D.Parker (6.3),D.Murtaugh (92-69),Pittsburgh Pirates
43,1974,Pittsburgh Pirates,NL East,162,88,74,0,0.543,0.561,1st of 6,,Lost NLCS (3-1),751,657,1110552,27.1,27.7,39,17,J.Rooker (6.0),D.Murtaugh (88-74),Pittsburgh Pirates
44,1973,Pittsburgh Pirates,NL East,162,80,82,0,0.494,0.507,3rd of 6,2.5,,704,693,1319913,27.1,28.8,36,16,W.Stargell (7.2),B.Virdon (67-69) and D.Murtaugh (13-13),Pittsburgh Pirates
45,1972,Pittsburgh Pirates,NL East,155,96,59,0,0.619,0.634,1st of 6,,Lost NLCS (3-2),691,512,1427460,28.1,27.9,33,13,R.Hebner (5.3),B.Virdon (96-59),Pittsburgh Pirates
46,1971,Pittsburgh Pirates,NL East,162,97,65,0,0.599,0.623,1st of 6,,Won WS (4-3),788,599,1501132,27.7,27.7,35,15,W.Stargell (7.9),D.Murtaugh (97-65),Pittsburgh Pirates
47,1970,Pittsburgh Pirates,NL East,162,89,73,0,0.549,0.543,1st of 6,,Lost NLCS (3-0),729,664,1341947,27.7,27.9,39,20,R.Clemente (5.5),D.Murtaugh (89-73),Pittsburgh Pirates
48,1969,Pittsburgh Pirates,NL East,162,88,74,0,0.543,0.548,3rd of 6,12.0,,725,652,769369,27.2,28.2,35,16,R.Clemente (7.5),L.Shepard (84-73) and A.Grammas (4-1),Pittsburgh Pirates
49,1968,Pittsburgh Pirates,NL,163,80,82,1,0.494,0.542,6th of 10,17.0,,583,532,693485,29.7,29.4,33,14,R.Clemente (8.1),L.Shepard (80-82),Pittsburgh Pirates
50,1967,Pittsburgh Pirates,NL,163,81,81,1,0.5,0.491,6th of 10,20.5,,679,693,907012,29.2,29.1,34,16,R.Clemente (8.9),H.Walker (42-42) and D.Murtaugh (39-39),Pittsburgh Pirates
51,1966,Pittsburgh Pirates,NL,162,92,70,0,0.568,0.577,3rd of 10,3.0,,759,641,1196618,28.2,29.1,32,14,R.Clemente (8.2),H.Walker (92-70),Pittsburgh Pirates
52,1965,Pittsburgh Pirates,NL,163,90,72,1,0.556,0.569,3rd of 10,7.0,,675,580,909279,28.1,29.6,33,13,R.Clemente (7.1),H.Walker (90-72),Pittsburgh Pirates
53,1964,Pittsburgh Pirates,NL,162,80,82,0,0.494,0.519,6th of 10,13.0,,663,636,759496,27.8,28.8,35,17,R.Clemente (7.2),D.Murtaugh (80-82),Pittsburgh Pirates
54,1963,Pittsburgh Pirates,NL,162,74,88,0,0.457,0.478,8th of 10,25.0,,567,595,783648,27.6,28.7,33,14,R.Clemente (5.3),D.Murtaugh (74-88),Pittsburgh Pirates
55,1962,Pittsburgh Pirates,NL,161,93,68,0,0.578,0.555,4th of 10,8.0,,706,626,1090648,29.7,30.5,36,15,B.Friend (5.5),D.Murtaugh (93-68),Pittsburgh Pirates
56,1961,Pittsburgh Pirates,NL,154,75,79,0,0.487,0.513,6th of 8,18.0,,694,675,1199128,29.3,30.2,37,17,R.Clemente (6.4),D.Murtaugh (75-79),Pittsburgh Pirates
57,1960,Pittsburgh Pirates,NL,155,95,59,1,0.617,0.596,1st of 8,,Won WS (4-3),734,593,1705828,28.6,29.6,37,16,D.Groat (6.2),D.Murtaugh (95-59),Pittsburgh Pirates
58,1959,Pittsburgh Pirates,NL,155,78,76,1,0.506,0.48,4th of 8,9.0,,651,680,1359917,27.9,28.8,37,17,V.Law (6.7),D.Murtaugh (78-76),Pittsburgh Pirates
59,1958,Pittsburgh Pirates,NL,154,84,70,0,0.545,0.54,2nd of 8,8.0,,662,607,1311988,26.5,27.1,36,14,B.Mazeroski (4.9),D.Murtaugh (84-70),Pittsburgh Pirates
60,1957,Pittsburgh Pirates,NL,155,62,92,1,0.403,0.422,7th of 8,33.0,,586,696,850732,26.1,26.4,40,19,D.Groat (4.3),B.Bragan (36-67) and D.Murtaugh (26-25),Pittsburgh Pirates
61,1956,Pittsburgh Pirates,NL,157,66,88,3,0.429,0.452,7th of 8,27.0,,588,653,949878,25.2,26.8,42,21,B.Friend (5.3),B.Bragan (66-88),Pittsburgh Pirates
62,1955,Pittsburgh Pirates,NL,154,60,94,0,0.39,0.36,8th of 8,38.5,,560,767,469397,25.5,26.8,42,19,B.Friend (5.9),F.Haney (60-94),Pittsburgh Pirates
63,1954,Pittsburgh Pirates,NL,154,53,101,0,0.344,0.318,8th of 8,44.0,,557,845,475494,26.2,27.3,37,14,F.Thomas (3.7),F.Haney (53-101),Pittsburgh Pirates
64,1953,Pittsburgh Pirates,NL,154,50,104,0,0.325,0.343,8th of 8,55.0,,622,887,572757,26.8,28.6,44,15,J.Lindell (2.9),F.Haney (50-104),Pittsburgh Pirates
65,1952,Pittsburgh Pirates,NL,155,42,112,1,0.273,0.312,8th of 8,54.5,,515,793,686673,26.2,27.8,45,20,M.Dickson (5.3),B.Meyer (42-112),Pittsburgh Pirates
